,location,continent,date,latitude,longitude,temperature_2m,surface_pressure,dewpoint_temperature_2m,v_wind_10m,u_wind_10m,evaporation,runoff,total_percipitation,snowfall,snow_depth,soil_temperature_level_1,soil_type
913,"Lagos, Nigeria",Africa,2023-07-01,6.5,3.5,300.3996,101319.07,297.49835,2.3703718,2.6363106,-0.0002953899,0.00020492077,0.0009994507,0.0,0.0,300.72513,1
914,"Bangkok, Thailand",Asia,2023-07-01,13.75,100.5,303.75116,100624.07,297.9124,1.7170515,1.381916,-6.479444e-05,2.2649765e-06,0.00019359589,0.0,0.0,304.66653,4
915,"Mumbai, India",Asia,2023-07-01,19.0,73.0,300.5871,100141.07,298.57648,1.9514265,4.798908,-0.00013301196,0.00042033195,0.0014023781,0.0,0.0,300.87747,2
916,"Mexico City, Mexico",North America,2023-07-01,19.5,260.75,285.88397,75512.07,284.35773,-0.34593678,0.34187698,-3.2228418e-06,2.6226044e-06,3.9577484e-05,0.0,0.0,288.04935,3
917,"Dubai, UAE",Asia,2023-07-01,25.25,55.25,311.4953,99330.07,299.37726,-3.5856829,2.0786934,-7.497193e-05,0.0,0.0,0.0,0.0,320.0591,7
918,"Miami, FL",North America,2023-07-01,25.75,279.75,301.32928,101679.07,298.30304,0.6726179,0.009845734,-0.00010073604,5.6028366e-06,0.00013256073,0.0,0.0,302.5884,1
919,"Cairo, Egypt",Africa,2023-07-01,30.0,31.25,310.06952,99573.07,289.32062,-3.1926165,1.3023262,-0.00014616968,0.0,0.0,0.0,0.0,314.03763,2
920,"Los Angeles, CA",North America,2023-07-01,34.0,241.75,291.99335,99664.07,288.38702,0.709239,-0.29825974,-5.0556846e-06,5.9604645e-07,4.7683716e-07,0.0,0.0,293.9517,2
921,"Tokyo, Japan",Asia,2023-07-01,35.75,139.75,300.81366,101113.07,296.57257,2.990489,0.111896515,-3.6646146e-05,1.1920929e-05,1.3828278e-05,0.0,0.0,302.91068,3
922,"Seoul, South Korea",Asia,2023-07-01,37.5,127.0,298.57538,99723.07,296.38898,0.8913679,0.4326973,-1.7587561e-05,8.34465e-06,0.00024437904,0.0,0.0,299.13138,4
923,"Beijing, China",Asia,2023-07-01,40.0,116.5,303.16132,99986.07,292.72882,0.9777937,-0.17325974,-2.1581072e-05,4.6491623e-06,9.1314316e-05,0.0,0.0,304.04153,2
924,"New York City, NY",North America,2023-07-01,40.75,286.0,296.93866,101143.07,293.77374,0.052012444,0.40730667,-0.00013724389,1.5377998e-05,0.00015759468,0.0,0.0,296.42044,3
925,"Chicago, IL",North America,2023-07-01,42.0,272.25,293.06366,99095.07,290.38898,0.17457104,0.89461136,-4.195096e-05,1.66893e-06,0.00013303757,0.0,0.0,293.43607,2
926,"Paris, France",Europe,2023-07-01,48.75,2.25,296.48553,100214.07,285.60968,1.8503523,2.765705,-0.00027126493,2.9802322e-06,0.00013136864,0.0,0.0,296.147,3
927,"Vancouver, Canada",North America,2023-07-01,49.25,237.0,286.8,99075.07,284.096,0.0661726,-1.1044121,-2.1595974e-05,2.2649765e-05,1.8835068e-05,0.0,0.0,287.1724,2
928,"London, United Kingdom",Europe,2023-07-01,51.5,0.0,293.05975,100462.07,285.34406,2.4553328,3.6031075,-0.0002642912,1.180172e-05,0.00014686584,0.0,0.0,292.96927,3
929,"Moscow, Russia",Europe,2023-07-01,55.75,37.5,294.71014,98933.07,285.85382,-0.25853443,2.6870918,-0.00028667273,1.9550323e-05,0.00038313866,0.0,0.0,293.87747,2
930,"Amundsen-Scott, Antarctica",Antarctica,2023-08-01,-90.0,0.0,221.85815,67437.55,217.84053,2.849393,4.382572,5.7718717e-07,0.0,1.1086464e-05,1.1071563e-05,10.0,224.12195,1
931,"McMurdo Station, Antarctica",Antarctica,2023-08-01,-77.75,166.75,240.59644,97374.55,236.38155,-1.4469938,-1.390377,-8.36351e-06,0.0,2.002716e-05,1.9937754e-05,4.0214233,240.18445,0
932,"Melbourne, Australia",Oceania,2023-08-01,-37.75,145.0,282.864,101295.55,280.2917,-1.5309782,0.5231972,-1.4681602e-05,9.536743e-07,9.655952e-06,0.0,0.0,282.9618,4
933,"Buenos Aires, Argentina",South America,2023-08-01,-34.5,301.5,284.22925,101640.55,279.7292,-0.24631023,0.09204483,-9.638467e-05,1.1920929e-07,1.7404556e-05,0.0,0.0,285.5985,0
934,"Cape Town, South Africa",Africa,2023-08-01,-34.0,18.5,289.30933,101554.55,283.81512,-1.714572,1.9929237,-0.00013630488,5.9604645e-07,0.00015985966,0.0,0.0,288.19226,1
935,"Sydney, Australia",Oceania,2023-08-01,-33.75,151.25,287.8894,101855.55,283.78973,-0.88351727,0.20093155,-8.792081e-05,8.34465e-07,0.000115036964,0.0,0.0,288.91882,0
936,"Perth, Australia",Oceania,2023-08-01,-32.0,115.75,287.4812,101968.55,283.7995,2.0915804,0.1604042,-6.8743015e-05,1.66893e-06,9.524822e-05,0.0,0.0,288.4657,1
937,"Sao Paulo, Brazil",South America,2023-08-01,-23.5,313.25,291.50464,92963.55,286.55927,-0.9328337,-0.65795517,-9.03497e-05,4.7683716e-06,3.20673e-05,0.0,0.0,290.5907,4
938,"Rio de Janeiro, Brazil",South America,2023-08-01,-23.0,316.75,295.64136,101586.55,291.37762,-1.035861,-0.8127403,-0.00010294118,1.1920929e-06,0.00011050701,0.0,0.0,295.5868,3
939,"Lima, Peru",South America,2023-08-01,-12.0,283.0,291.40308,96672.55,286.03973,2.1477327,-0.12963486,-2.1938467e-05,9.536743e-07,2.9444695e-05,0.0,0.0,292.17468,4
940,"Nairobi, Kenya",Africa,2023-08-01,-1.25,36.75,296.39526,83119.55,283.528,0.99880695,-2.9103966,-0.0001455138,1.0728836e-06,3.2544136e-05,0.0,0.0,297.245,2
941,"Singapore, Singapore",Asia,2023-08-01,1.25,103.75,301.56323,100906.55,297.45966,3.0759554,-2.1496544,-0.00016834238,0.0,7.033348e-05,0.0,0.0,302.95203,0
942,"Bogota, Colombia",South America,2023-08-01,4.75,286.0,283.8777,73520.55,282.82098,0.57986164,-1.5324669,-1.4338875e-05,7.867813e-06,1.3589859e-05,0.0,0.0,284.2528,2
943,"Lagos, Nigeria",Africa,2023-08-01,6.5,3.5,299.80737,101224.55,297.08466,2.8884554,3.0080605,-0.00028705993,0.0001462698,0.00073230267,0.0,0.0,300.3075,1
944,"Bangkok, Thailand",Asia,2023-08-01,13.75,100.5,303.5144,100678.55,298.25262,1.979764,1.0412636,-5.659857e-05,9.536743e-07,9.36985e-05,0.0,0.0,305.4735,4
945,"Mumbai, India",Asia,2023-08-01,19.0,73.0,301.31714,100471.55,297.98895,1.2966585,4.015873,-0.00015938678,0.00012409687,0.00023186207,0.0,0.0,301.7235,2
946,"Mexico City, Mexico",North America,2023-08-01,19.5,260.75,285.43628,75465.55,284.16864,-0.60568523,0.3635292,-3.6547426e-06,6.198883e-06,3.9577484e-05,0.0,0.0,287.18835,3
947,"Dubai, UAE",Asia,2023-08-01,25.25,55.25,311.58862,99609.55,298.72333,-3.9157438,2.3430214,-8.449354e-05,0.0,7.390976e-06,0.0,0.0,320.08875,7
948,"Miami, FL",North America,2023-08-01,25.75,279.75,301.4187,101411.55,298.2155,0.9538851,-0.69750595,-0.00012721517,1.8239021e-05,0.0001193285,0.0,0.0,302.5985,1
949,"Cairo, Egypt",Africa,2023-08-01,30.0,31.25,308.57886,99732.55,290.66083,-3.4723845,1.1726112,-0.00013541081,0.0,0.0,0.0,0.0,313.01648,2
950,"Los Angeles, CA",North America,2023-08-01,34.0,241.75,292.61206,99687.55,289.69208,0.6076937,-0.26537704,-6.5157656e-06,1.4305115e-06,7.104874e-05,0.0,0.0,294.47742,2
951,"Tokyo, Japan",Asia,2023-08-01,35.75,139.75,301.86792,101082.55,298.15887,2.9568148,-0.65014267,-4.776218e-05,9.655952e-06,6.8068504e-05,0.0,0.0,304.5536,3
952,"Seoul, South Korea",Asia,2023-08-01,37.5,127.0,299.12573,99536.55,296.5202,-0.18625164,0.24682999,-2.4814392e-05,1.5974045e-05,0.00016117096,0.0,0.0,299.75085,4
953,"Beijing, China",Asia,2023-08-01,40.0,116.5,300.0398,100292.55,296.05145,0.82693195,0.08862686,-8.780742e-06,4.529953e-06,8.761883e-05,0.0,0.0,300.91882,2
954,"New York City, NY",North America,2023-08-01,40.75,286.0,294.64526,101167.55,291.28387,-0.44406414,0.17016983,-0.00012039044,1.001358e-05,0.00016319752,0.0,0.0,294.28992,3
955,"Chicago, IL",North America,2023-08-01,42.0,272.25,292.81128,99179.55,290.28387,-0.24631023,0.4939003,-4.789629e-05,1.5497208e-06,0.00012755394,0.0,0.0,293.38562,2
956,"Paris, France",Europe,2023-08-01,48.75,2.25,295.74683,100297.55,288.0749,0.80642414,2.0969276,-0.00032230117,2.7418137e-06,0.0001232624,0.0,0.0,295.16687,3
957,"Vancouver, Canada",North America,2023-08-01,49.25,237.0,287.81323,99021.55,285.74677,-0.28927898,-0.40404892,-1.8868828e-05,1.5974045e-05,3.4213066e-05,0.0,0.0,287.61804,2
958,"London, United Kingdom",Europe,2023-08-01,51.5,0.0,293.1902,100674.55,286.06317,1.373807,2.3532753,-0.0002559016,8.34465e-06,8.058548e-05,0.0,0.0,292.54968,3
959,"Moscow, Russia",Europe,2023-08-01,55.75,37.5,296.33276,99662.55,287.73114,0.13406086,-0.22143173,-0.00027864077,1.168251e-05,0.00033438206,0.0,0.0,295.07117,2
960,"Amundsen-Scott, Antarctica",Antarctica,2023-09-01,-90.0,0.0,221.38622,68311.484,217.74698,0.7601423,3.705082,4.968606e-07,0.0,1.1563301e-05,1.1503696e-05,10.0,223.40784,1
961,"McMurdo Station, Antarctica",Antarctica,2023-09-01,-77.75,166.75,254.4702,96721.484,248.3505,0.14002514,-2.0732384,-1.7503742e-05,0.0,2.8848648e-05,2.8908253e-05,4.0214233,249.99768,0
962,"Melbourne, Australia",Oceania,2023-09-01,-37.75,145.0,284.68896,101063.484,280.58487,-1.749135,0.4223671,-2.350891e-05,1.1920929e-06,1.859665e-05,0.0,0.0,285.39417,4
963,"Buenos Aires, Argentina",South America,2023-09-01,-34.5,301.5,286.10693,101627.484,282.34464,1.1112165,-2.123043,-0.000114435796,1.1920929e-07,2.18153e-05,0.0,0.0,287.3766,0
964,"Cape Town, South Africa",Africa,2023-09-01,-34.0,18.5,288.5913,101547.484,282.6923,-0.52696705,3.500492,-0.00018701935,1.1920929e-07,0.000109791756,0.0,0.0,288.55823,1
965,"Sydney, Australia",Oceania,2023-09-01,-33.75,151.25,289.9214,101734.484,283.87784,-1.2520647,0.27490616,-9.26801e-05,4.7683716e-07,1.692772e-05,0.0,0.0,290.0387,0
966,"Perth, Australia",Oceania,2023-09-01,-32.0,115.75,289.31787,101637.484,285.6298,1.4207869,2.1811562,-7.5290445e-05,1.66893e-06,6.1035156e-05,0.0,0.0,290.4254,1
967,"Sao Paulo, Brazil",South America,2023-09-01,-23.5,313.25,295.02686,92840.484,288.89542,-1.6739397,-0.563961,-0.00015665079,3.5762787e-06,1.7762184e-05,0.0,0.0,293.71057,4
968,"Rio de Janeiro, Brazil",South America,2023-09-01,-23.0,316.75,298.146,101418.484,292.54776,-1.0674944,-0.80858994,-0.00015326822,8.34465e-07,1.9431114e-05,0.0,0.0,298.1344,3
969,"Lima, Peru",South America,2023-09-01,-12.0,283.0,290.80225,96633.484,287.26846,2.379283,-0.018550873,-2.1690968e-05,8.34465e-07,3.3020973e-05,0.0,0.0,292.6383,4
970,"Nairobi, Kenya",Africa,2023-09-01,-1.25,36.75,298.18115,82934.484,285.54776,1.0584822,-2.673336,-0.00023623789,8.34465e-07,2.5868416e-05,0.0,0.0,299.10315,2
971,"Singapore, Singapore",Asia,2023-09-01,1.25,103.75,301.56592,100872.484,297.0673,3.0448103,-2.52734,-0.00017453218,0.0,0.00018596649,0.0,0.0,302.71448,0
972,"Bogota, Colombia",South America,2023-09-01,4.75,286.0,283.9077,73493.484,282.53018,0.62928295,-1.5278282,-1.7682556e-05,5.4836273e-06,4.887581e-06,0.0,0.0,284.39417,2
973,"Lagos, Nigeria",Africa,2023-09-01,6.5,3.5,300.63037,101159.484,297.55167,2.419322,2.1543007,-0.0003005811,6.914139e-05,0.00037264824,0.0,0.0,300.9215,1
974,"Bangkok, Thailand",Asia,2023-09-01,13.75,100.5,302.4292,100690.484,298.6415,1.4076033,0.5083046,-4.685903e-05,3.4689903e-05,0.00059497356,0.0,0.0,303.9547,4
975,"Mumbai, India",Asia,2023-09-01,19.0,73.0,301.50732,100289.484,298.44815,0.079478264,2.5327187,-0.00012570107,0.00014269352,0.0006098747,0.0,0.0,301.7926,2
976,"Mexico City, Mexico",North America,2023-09-01,19.5,260.75,284.19482,75467.484,283.1884,-0.4527483,0.4140663,-9.336509e-07,3.9339066e-06,3.1352043e-05,0.0,0.0,286.43518,3
977,"Dubai, UAE",Asia,2023-09-01,25.25,55.25,310.5796,99908.484,297.7548,-3.9317522,1.8178749,-9.6092466e-05,0.0,1.9073486e-06,0.0,0.0,318.5016,7
978,"Miami, FL",North America,2023-09-01,25.75,279.75,300.09326,101382.484,296.79385,-0.26915455,-0.7880821,-9.9415425e-05,1.8000603e-05,0.00013422966,0.0,0.0,301.40588,1
979,"Cairo, Egypt",Africa,2023-09-01,30.0,31.25,308.33154,99844.484,288.329,-2.4893694,0.54297256,-0.00010191882,0.0,3.5762787e-07,0.0,0.0,311.7633,2
980,"Los Angeles, CA",North America,2023-09-01,34.0,241.75,291.3335,99756.484,288.57706,0.61658764,-0.22851181,-6.5364875e-06,1.0728836e-06,5.51939e-05,0.0,0.0,292.99963,2
981,"Tokyo, Japan",Asia,2023-09-01,35.75,139.75,299.53076,101340.484,296.6415,1.238658,-0.27685165,-3.8976315e-05,7.6293945e-06,4.6610832e-05,0.0,0.0,301.14026,3
982,"Seoul, South Korea",Asia,2023-09-01,37.5,127.0,295.44092,100277.484,292.82706,-0.5777483,-0.0058555603,-1.722062e-05,5.9843063e-05,0.00011265278,0.0,0.0,296.47034,4
983,"Beijing, China",Asia,2023-09-01,40.0,116.5,295.24365,101045.484,290.2665,0.9354353,0.13623428,-6.9090165e-06,1.1920929e-07,8.940697e-06,0.0,0.0,296.65784,2
984,"New York City, NY",North America,2023-09-01,40.75,286.0,291.63232,101598.484,289.20987,-2.01476,-0.36571884,-9.490037e-05,5.9962273e-05,0.00042831898,0.0,0.0,291.64417,3
985,"Chicago, IL",North America,2023-09-01,42.0,272.25,290.1421,99526.484,287.67862,0.93445873,0.18555069,-3.9095525e-05,1.7881393e-06,0.00019860268,0.0,0.0,291.09924,2
986,"Paris, France",Europe,2023-09-01,48.75,2.25,297.4663,100367.484,287.6708,1.4066267,0.4536171,-0.00025276328,2.6226044e-06,0.00018894672,0.0,0.0,295.83557,3
987,"Vancouver, Canada",North America,2023-09-01,49.25,237.0,284.63818,98886.484,283.06924,-0.53722095,-0.6269493,-1.9485597e-05,1.8715858e-05,8.237362e-05,0.0,0.0,284.7555,2
988,"London, United Kingdom",Europe,2023-09-01,51.5,0.0,294.81006,100785.484,287.69034,2.0135603,0.745121,-0.0002261349,5.722046e-06,2.2053719e-05,0.0,0.0,293.6598,3
989,"Moscow, Russia",Europe,2023-09-01,55.75,37.5,293.2456,100283.484,282.53604,0.41639233,0.9848671,-0.00019488716,7.390976e-06,2.9206276e-05,0.0,0.0,291.23987,2
990,"Amundsen-Scott, Antarctica",Antarctica,2023-10-01,-90.0,0.0,225.75935,67563.05,222.16245,1.7929287,4.6766386,5.9697777e-07,0.0,5.722046e-06,5.6773424e-06,10.0,224.50789,1
991,"McMurdo Station, Antarctica",Antarctica,2023-10-01,-77.75,166.75,252.67146,96267.05,247.30502,-0.29007912,-1.6558809,-1.3708137e-05,0.0,1.180172e-05,1.1771917e-05,4.0214233,250.82039,0
992,"Melbourne, Australia",Oceania,2023-10-01,-37.75,145.0,284.96637,100989.05,280.9105,0.6317959,1.0032988,-3.595557e-05,3.0994415e-06,0.00014817715,0.0,0.0,286.0528,4
993,"Buenos Aires, Argentina",South America,2023-10-01,-34.5,301.5,288.92145,101568.05,283.46518,0.018514633,-1.6363497,-0.00018763449,4.7683716e-07,9.059906e-05,0.0,0.0,290.79108,0
994,"Cape Town, South Africa",Africa,2023-10-01,-34.0,18.5,292.15192,101354.05,285.74057,4.559042,-1.3380098,-0.00016043987,0.0,1.04904175e-05,0.0,0.0,291.49225,1
995,"Sydney, Australia",Oceania,2023-10-01,-33.75,151.25,290.79645,101490.05,284.87143,0.40523338,-0.5113497,-0.0001299968,4.7683716e-07,6.592274e-05,0.0,0.0,291.5782,0
996,"Perth, Australia",Oceania,2023-10-01,-32.0,115.75,291.5562,101906.05,285.30307,4.4418545,0.7161894,-9.78997e-05,1.3113022e-06,3.5762787e-06,0.0,0.0,294.0899,1
997,"Sao Paulo, Brazil",South America,2023-10-01,-23.5,313.25,294.6812,92639.05,291.1351,-1.4609776,-0.39758015,-0.00022086408,9.417534e-06,0.0001257658,0.0,0.0,294.14655,4
998,"Rio de Janeiro, Brazil",South America,2023-10-01,-23.0,316.75,297.77496,101172.05,294.18002,-0.5332432,-0.98888874,-0.00018015411,1.5497208e-06,0.00014436245,0.0,0.0,297.95514,3
999,"Lima, Peru",South America,2023-10-01,-12.0,283.0,291.27106,96666.05,288.98862,2.1313076,0.020876884,-2.1218322e-05,2.2649765e-06,4.1246414e-05,0.0,0.0,293.23834,4
1000,"Nairobi, Kenya",Africa,2023-10-01,-1.25,36.75,299.32965,82855.05,285.02377,0.06734276,-4.284299,-0.00018235948,9.536743e-07,3.886223e-05,0.0,0.0,300.88287,2
1001,"Singapore, Singapore",Asia,2023-10-01,1.25,103.75,301.7027,100956.05,297.598,0.99995995,-1.9884005,-0.0001235446,0.0,0.00016140938,0.0,0.0,303.13483,0
1002,"Bogota, Colombia",South America,2023-10-01,4.75,286.0,284.4527,73487.05,283.47885,0.48628807,-1.1934786,-2.47797e-05,5.00679e-06,1.3947487e-05,0.0,0.0,285.12506,2
1003,"Lagos, Nigeria",Africa,2023-10-01,6.5,3.5,301.9273,101007.05,298.24448,2.241171,0.651248,-0.00033374038,7.8201294e-05,0.0006865263,0.0,0.0,302.21295,1
1004,"Bangkok, Thailand",Asia,2023-10-01,13.75,100.5,302.50348,101013.05,298.86752,0.16499901,0.19568157,-2.7119182e-05,8.106232e-06,0.00027656555,0.0,0.0,303.99615,4
1005,"Mumbai, India",Asia,2023-10-01,19.0,73.0,304.13824,100679.05,297.4554,-1.963419,2.5965605,-0.0001209816,7.9751015e-05,5.00679e-06,0.0,0.0,303.51373,2
1006,"Mexico City, Mexico",North America,2023-10-01,19.5,260.75,284.56012,75304.05,283.264,-0.20658302,0.34997845,-5.467795e-06,1.013279e-05,0.00011897087,0.0,0.0,286.36334,3
1007,"Dubai, UAE",Asia,2023-10-01,25.25,55.25,307.20074,100677.05,295.92807,-3.92338,2.3973417,-0.00010450091,0.0,1.1444092e-05,0.0,0.0,314.47662,7
