,location,continent,date,latitude,longitude,temperature_2m,surface_pressure,dewpoint_temperature_2m,v_wind_10m,u_wind_10m,evaporation,runoff,total_percipitation,snowfall,snow_depth,soil_temperature_level_1,soil_type
52,"Seoul, South Korea",Asia,2021-02-01,37.5,127.0,275.06268,101018.664,268.3047,-0.075460434,1.1825266,-3.0167866e-06,7.748604e-06,1.5258789e-05,1.5169382e-05,0.0002708435,276.4888,4
53,"Beijing, China",Asia,2021-02-01,40.0,116.5,276.0119,101927.664,265.49414,0.072488785,-0.1094656,-2.584653e-06,5.9604645e-07,4.1007996e-05,2.9802322e-07,1.9073486e-06,275.84622,2
54,"New York City, NY",North America,2021-02-01,40.75,286.0,271.50018,101724.664,267.58984,-1.3015347,0.40420628,-7.3530246e-06,5.5789948e-05,0.000202775,8.165836e-05,0.030496597,273.17435,3
55,"Chicago, IL",North America,2021-02-01,42.0,272.25,265.26776,99740.664,261.82617,-1.4363003,2.228425,-2.3938017e-05,3.9339066e-06,2.8133392e-05,2.630055e-05,0.04508686,272.85794,2
56,"Paris, France",Europe,2021-02-01,48.75,2.25,281.37714,100400.664,275.98242,1.4699497,-0.35800076,-0.00013371487,1.8715858e-05,8.511543e-05,5.5134296e-07,0.00018978119,279.40872,3
57,"Vancouver, Canada",North America,2021-02-01,49.25,237.0,274.4201,99013.664,272.1328,-0.24538231,-0.3487234,-1.987e-05,0.00013816357,0.0002939701,0.00014349818,0.0018444061,275.54935,2
58,"London, United Kingdom",Europe,2021-02-01,51.5,0.0,279.9826,100857.664,276.7129,1.5734653,-0.34725857,-9.993394e-05,3.2663345e-05,8.237362e-05,2.014637e-05,0.0046215057,279.14896,3
59,"Moscow, Russia",Europe,2021-02-01,55.75,37.5,264.39276,99665.664,260.3203,-0.60622215,0.9457102,-1.358171e-05,2.6226044e-06,7.855892e-05,7.5250864e-05,0.07065964,272.5474,2
60,"Amundsen-Scott, Antarctica",Antarctica,2021-03-01,-90.0,0.0,226.985,68919.016,223.31816,0.05726528,0.57809925,7.140916e-07,0.0,9.417534e-06,9.37283e-06,10.0,230.18488,1
61,"McMurdo Station, Antarctica",Antarctica,2021-03-01,-77.75,166.75,255.99281,97395.016,251.6248,0.5616598,-2.3965101,-4.394469e-05,0.0,3.0398369e-05,3.0472875e-05,4.0214233,260.7005,0
62,"Melbourne, Australia",Oceania,2021-03-01,-37.75,145.0,288.57288,100790.016,285.10333,1.6544333,0.68796253,-2.5124522e-05,2.3841858e-07,2.014637e-05,0.0,0.0,289.99933,4
63,"Buenos Aires, Argentina",South America,2021-03-01,-34.5,301.5,293.25842,101476.016,289.72443,-0.099473,-1.4790297,-0.00013975915,6.6161156e-06,0.00025355816,0.0,0.0,295.40753,0
64,"Cape Town, South Africa",Africa,2021-03-01,-34.0,18.5,294.0631,100983.016,287.76544,1.9898825,0.7153063,-0.00010776636,5.9604645e-08,8.416176e-05,0.0,0.0,294.02277,1
65,"Sydney, Australia",Oceania,2021-03-01,-33.75,151.25,293.94006,101175.016,289.63654,0.38050747,-1.8559828,-0.00017687795,1.8894672e-05,0.00029730797,0.0,0.0,295.39386,0
66,"Perth, Australia",Oceania,2021-03-01,-32.0,115.75,296.16663,101148.016,288.94122,3.2813864,-0.75051403,-8.846936e-05,7.1525574e-07,4.9471855e-05,0.0,0.0,298.25128,1
67,"Sao Paulo, Brazil",South America,2021-03-01,-23.5,313.25,296.22913,92643.016,292.0506,-1.0223246,-0.13381481,-0.00020784256,1.4722347e-05,5.7697296e-05,0.0,0.0,296.11066,4
68,"Rio de Janeiro, Brazil",South America,2021-03-01,-23.0,316.75,300.9088,101062.016,295.1678,-0.9202738,0.103489876,-0.00015537557,1.7881393e-07,4.4465065e-05,0.0,0.0,302.00323,3
69,"Lima, Peru",South America,2021-03-01,-12.0,283.0,293.81506,96516.016,291.55255,0.7501364,-0.013697624,-1.6005011e-05,6.020069e-06,5.710125e-05,0.0,0.0,295.21417,4
70,"Nairobi, Kenya",Africa,2021-03-01,-1.25,36.75,300.4967,82713.016,283.95294,-1.0579691,-4.08694,-0.00019265828,4.2915344e-06,7.843971e-05,0.0,0.0,301.65753,2
71,"Singapore, Singapore",Asia,2021-03-01,1.25,103.75,300.3385,100777.016,296.66193,-3.059434,-1.8447523,-0.00014643488,0.0,0.00042712688,0.0,0.0,301.8177,0
72,"Bogota, Colombia",South America,2021-03-01,4.75,286.0,283.66467,73390.016,282.97833,0.3429098,-0.93508434,-2.0013424e-05,4.4584274e-05,9.9897385e-05,0.0,0.0,284.38605,2
73,"Lagos, Nigeria",Africa,2021-03-01,6.5,3.5,302.48694,100844.016,298.1795,2.440566,1.3305407,-0.0003444117,1.0848045e-05,0.0006468296,0.0,0.0,303.2552,1
74,"Bangkok, Thailand",Asia,2021-03-01,13.75,100.5,303.26038,100874.016,297.49786,3.3526754,0.13620472,-3.962335e-05,2.3841858e-07,2.193451e-05,0.0,0.0,306.26105,4
75,"Mumbai, India",Asia,2021-03-01,19.0,73.0,304.4967,100528.016,293.66388,-2.2508402,3.8129625,-0.00017865119,2.7418137e-06,0.0,0.0,0.0,304.7083,2
76,"Mexico City, Mexico",North America,2021-03-01,19.5,260.75,281.58264,75338.016,276.38068,0.61537075,0.87790394,-1.5359838e-06,1.013279e-06,1.013279e-05,0.0,0.0,283.86066,3
77,"Dubai, UAE",Asia,2021-03-01,25.25,55.25,301.59827,100799.016,287.4295,-2.172227,4.646947,-5.0590606e-05,0.0,0.0,0.0,0.0,308.1751,7
78,"Miami, FL",North America,2021-03-01,25.75,279.75,294.35803,101910.016,290.40802,0.30287075,-1.3930922,-0.00013369438,5.722046e-06,2.2888184e-05,0.0,0.0,295.8919,1
79,"Cairo, Egypt",Africa,2021-03-01,30.0,31.25,297.1725,100436.016,278.91193,-2.4246683,1.5214586,-5.1499577e-05,0.0,3.2186508e-06,0.0,0.0,299.3626,2
80,"Los Angeles, CA",North America,2021-03-01,34.0,241.75,282.2799,100154.016,276.97052,-0.36460972,-0.78859997,-3.890367e-06,3.5762787e-07,7.045269e-05,0.0,0.0,283.83527,2
81,"Tokyo, Japan",Asia,2021-03-01,35.75,139.75,285.19397,101870.016,280.12677,0.25111294,0.12595081,-2.9997202e-05,9.357929e-06,7.665157e-05,0.0,0.0,286.05988,3
82,"Seoul, South Korea",Asia,2021-03-01,37.5,127.0,281.27014,100880.016,275.9588,-0.1673441,0.72702503,-7.4368436e-06,7.033348e-06,4.9829483e-05,3.2663345e-05,7.8201294e-05,282.5052,4
83,"Beijing, China",Asia,2021-03-01,40.0,116.5,283.05725,101681.016,273.36505,1.1075583,0.22360706,-6.3043553e-06,7.1525574e-07,5.00679e-05,0.0,0.0,283.24933,2
84,"New York City, NY",North America,2021-03-01,40.75,286.0,276.526,101943.016,271.28497,-0.9505472,1.1298571,-3.4005614e-05,3.9875507e-05,1.5974045e-05,0.0,4.196167e-05,276.9212,3
85,"Chicago, IL",North America,2021-03-01,42.0,272.25,275.8014,99744.016,271.48615,0.69398403,0.30124378,-1.4902325e-05,3.6358833e-06,7.033348e-06,1.4901161e-08,0.00041675568,275.92902,2
86,"Paris, France",Europe,2021-03-01,48.75,2.25,284.44202,101086.016,276.4295,-0.3441019,1.1923571,-0.00020682928,2.1576881e-05,7.510185e-05,0.0,0.0,282.5462,3
87,"Vancouver, Canada",North America,2021-03-01,49.25,237.0,276.64124,99084.016,274.47443,-0.16392612,-0.8481703,-1.3442012e-05,0.00016528368,0.00018191338,2.0712614e-06,0.0005464554,277.2923,2
88,"London, United Kingdom",Europe,2021-03-01,51.5,0.0,282.8346,101551.016,277.01935,0.3253317,2.0737047,-0.00016416726,3.325939e-05,4.7683716e-05,0.0,9.536743e-07,281.58917,3
89,"Moscow, Russia",Europe,2021-03-01,55.75,37.5,274.0885,99442.016,266.84357,0.3590231,1.5453844,-5.4688426e-05,1.3947487e-05,4.9829483e-05,3.412366e-05,0.08062458,272.6927,2
90,"Amundsen-Scott, Antarctica",Antarctica,2021-04-01,-90.0,0.0,220.06192,67765.234,216.17416,0.09314537,0.65023804,5.629845e-07,0.0,7.867813e-06,7.897615e-06,10.0,227.51974,1
91,"McMurdo Station, Antarctica",Antarctica,2021-04-01,-77.75,166.75,246.93497,96873.234,242.6312,-0.67931557,-1.5104065,-1.6290229e-05,0.0,1.8715858e-05,1.8686056e-05,4.0214233,249.00412,0
92,"Melbourne, Australia",Oceania,2021-04-01,-37.75,145.0,286.56192,100988.234,282.14682,0.110723495,1.1595154,-2.23401e-05,0.0,4.529953e-06,0.0,0.0,287.1174,4
93,"Buenos Aires, Argentina",South America,2021-04-01,-34.5,301.5,291.3002,101757.234,288.90463,-1.6641788,-1.2984924,-0.00010423688,9.536743e-07,0.0001436472,0.0,0.0,292.8752,0
94,"Cape Town, South Africa",Africa,2021-04-01,-34.0,18.5,292.81778,101368.234,286.69174,4.0291805,-0.3121643,-3.1012576e-05,0.0,2.7418137e-06,0.0,0.0,292.62717,1
95,"Sydney, Australia",Oceania,2021-04-01,-33.75,151.25,291.21817,101453.234,286.19174,-0.36290932,0.61557007,-0.00014150469,1.1920929e-07,2.4437904e-05,0.0,0.0,292.76193,0
96,"Perth, Australia",Oceania,2021-04-01,-32.0,115.75,293.75333,101582.234,288.13705,3.2611141,-0.9039612,-9.140698e-05,7.1525574e-07,6.0081482e-05,0.0,0.0,295.40646,1
97,"Sao Paulo, Brazil",South America,2021-04-01,-23.5,313.25,292.68106,92889.234,288.348,0.9339657,-1.4518127,-0.00011624722,7.390976e-06,2.682209e-05,0.0,0.0,292.81857,4
98,"Rio de Janeiro, Brazil",South America,2021-04-01,-23.0,316.75,297.74356,101420.234,292.52573,-0.27111244,1.2215271,-0.00017296104,4.7683716e-07,0.00010693073,0.0,0.0,298.66428,3
99,"Lima, Peru",South America,2021-04-01,-12.0,283.0,291.7416,96553.234,289.764,1.505743,-0.1456604,-1.7899554e-05,2.1457672e-06,1.4424324e-05,0.0,0.0,293.0881,4
100,"Nairobi, Kenya",Africa,2021-04-01,-1.25,36.75,298.61856,82824.234,287.639,0.16882896,-3.4825745,-0.00026390282,6.914139e-06,0.00015103817,0.0,0.0,299.051,2
101,"Singapore, Singapore",Asia,2021-04-01,1.25,103.75,300.96622,100827.234,297.11752,-0.6490421,-0.7887268,-0.0001275274,0.0,0.0001847744,0.0,0.0,302.8674,0
102,"Bogota, Colombia",South America,2021-04-01,4.75,286.0,284.19278,73434.234,283.39877,0.48084068,-1.4249573,-2.4202745e-05,3.7550926e-05,0.00013041496,0.0,0.0,284.54123,2
103,"Lagos, Nigeria",Africa,2021-04-01,6.5,3.5,302.84512,100864.234,298.46518,2.922247,1.5496521,-0.00033983914,6.3180923e-06,0.00014078617,0.0,0.0,303.59592,1
104,"Bangkok, Thailand",Asia,2021-04-01,13.75,100.5,302.62833,100851.234,298.3148,2.00379,0.13851929,-4.8834365e-05,3.9100647e-05,0.0004891157,0.0,0.0,304.66623,4
105,"Mumbai, India",Asia,2021-04-01,19.0,73.0,304.308,100453.234,296.93588,-0.97423744,4.306488,-0.0001775804,1.9073486e-06,0.0,0.0,0.0,306.02756,2
106,"Mexico City, Mexico",North America,2021-04-01,19.5,260.75,282.61856,75280.234,276.68002,0.77625084,1.072113,-2.9238872e-06,5.9604645e-07,2.3841858e-06,0.0,0.0,284.79514,3
107,"Dubai, UAE",Asia,2021-04-01,25.25,55.25,304.5463,100586.234,289.43002,-3.4151554,4.221527,-5.9458893e-05,0.0,7.748604e-06,0.0,0.0,312.21896,7
108,"Miami, FL",North America,2021-04-01,25.75,279.75,296.1166,101641.234,291.68002,0.415411,-1.4508362,-0.0001339349,3.33786e-06,1.1563301e-05,0.0,0.0,297.1467,1
109,"Cairo, Egypt",Africa,2021-04-01,30.0,31.25,302.4545,100327.234,280.06674,-2.6231632,-0.06704712,-0.00010361103,0.0,1.1920929e-07,0.0,0.0,304.2795,2
110,"Los Angeles, CA",North America,2021-04-01,34.0,241.75,285.92325,99836.234,280.55893,0.4491024,-0.3360901,-4.0414743e-06,0.0,1.3113022e-05,0.0,0.0,287.6389,2
111,"Tokyo, Japan",Asia,2021-04-01,35.75,139.75,287.21817,101919.234,282.11948,1.1903133,-0.87075806,-4.2963307e-05,1.0251999e-05,0.00027942657,0.0,0.0,288.94357,3
112,"Seoul, South Korea",Asia,2021-04-01,37.5,127.0,286.54825,100754.234,278.77182,0.118535995,0.60775757,-1.4055055e-05,7.033348e-06,0.00011861324,0.0,0.0,287.82248,4
113,"Beijing, China",Asia,2021-04-01,40.0,116.5,289.66544,101470.234,271.639,1.2064266,0.5569763,-4.950445e-06,0.0,0.0,0.0,0.0,290.7971,2
114,"New York City, NY",North America,2021-04-01,40.75,286.0,282.2592,101154.234,276.96713,-1.0084171,1.3269958,-8.404581e-05,3.9339066e-05,9.512901e-05,2.9802322e-08,0.0,282.0764,3
115,"Chicago, IL",North America,2021-04-01,42.0,272.25,279.7963,99139.234,275.2308,0.4598446,1.2625427,-2.2414606e-05,3.4570694e-06,3.0398369e-05,3.427267e-07,1.4305115e-05,279.79904,2
116,"Paris, France",Europe,2021-04-01,48.75,2.25,285.90762,100766.234,274.88705,-2.0826359,-0.893219,-0.00027178554,1.7523766e-05,4.172325e-05,0.0,0.0,284.92014,3
117,"Vancouver, Canada",North America,2021-04-01,49.25,237.0,278.62442,99251.234,275.55307,-0.7017765,-0.5421448,-1.2147706e-05,0.00012803078,8.4757805e-05,2.8312206e-07,7.1525574e-05,279.3264,2
118,"London, United Kingdom",Europe,2021-04-01,51.5,0.0,283.22598,101626.234,273.37143,-1.8507023,-1.1373596,-0.00022927253,2.4557114e-05,2.9444695e-05,0.0,0.0,283.3127,3
119,"Moscow, Russia",Europe,2021-04-01,55.75,37.5,283.90372,99431.234,272.8148,1.4071102,0.7288513,-0.00020137755,1.4662743e-05,8.4757805e-05,6.392598e-06,0.0021820068,282.03928,2
120,"Amundsen-Scott, Antarctica",Antarctica,2021-05-01,-90.0,0.0,221.40402,68366.64,217.73491,0.08320236,0.6305561,4.202593e-07,0.0,1.2278557e-05,1.2233853e-05,10.0,226.49083,1
121,"McMurdo Station, Antarctica",Antarctica,2021-05-01,-77.75,166.75,249.19308,97145.64,244.99663,-0.35966873,-1.9700298,-1.6015721e-05,0.0,4.386902e-05,4.3913722e-05,4.0214233,247.93419,0
122,"Melbourne, Australia",Oceania,2021-05-01,-37.75,145.0,283.4509,101206.64,280.45367,-1.0300789,0.5441303,-2.0158244e-05,1.1920929e-07,1.847744e-05,0.0,0.0,283.99475,4
123,"Buenos Aires, Argentina",South America,2021-05-01,-34.5,301.5,284.40012,101758.64,281.45953,-0.36894608,1.4450092,-9.120698e-05,1.1920929e-07,1.5854836e-05,0.0,0.0,286.7057,0
124,"Cape Town, South Africa",Africa,2021-05-01,-34.0,18.5,290.26144,101445.64,285.0728,-0.47587967,1.8463764,-5.6323363e-05,1.1920929e-07,0.0001758337,0.0,0.0,289.5807,1
125,"Sydney, Australia",Oceania,2021-05-01,-33.75,151.25,289.11496,101647.64,284.44977,0.9254875,1.6486225,-0.00014699693,1.1920929e-07,8.940697e-05,0.0,0.0,290.62952,0
126,"Perth, Australia",Oceania,2021-05-01,-32.0,115.75,290.26535,101576.64,285.79352,1.1979485,-1.4797955,-9.436603e-05,9.536743e-07,0.00017595291,0.0,0.0,291.42053,1
127,"Sao Paulo, Brazil",South America,2021-05-01,-23.5,313.25,290.0544,92975.64,286.6607,-0.4460945,-0.8069439,-7.912214e-05,5.9604645e-06,3.6597252e-05,0.0,0.0,289.94397,4
128,"Rio de Janeiro, Brazil",South America,2021-05-01,-23.0,316.75,295.98215,101559.64,291.90485,-0.53545,0.5182514,-0.00012710388,3.5762787e-07,5.4240227e-05,0.0,0.0,296.57874,3
129,"Lima, Peru",South America,2021-05-01,-12.0,283.0,290.7009,96710.64,287.82477,1.7916985,-0.050107956,-1.7133309e-05,1.1920929e-06,1.6093254e-05,0.0,0.0,291.6549,4
130,"Nairobi, Kenya",Africa,2021-05-01,-1.25,36.75,296.51926,82963.64,287.8111,1.15205,-1.8562603,-0.00027338858,3.6358833e-05,0.00036787987,0.0,0.0,296.82288,2
131,"Singapore, Singapore",Asia,2021-05-01,1.25,103.75,301.25754,100734.64,297.67242,0.94843674,-1.6892681,-0.00013309414,0.0,0.00017762184,0.0,0.0,303.3639,0
132,"Bogota, Colombia",South America,2021-05-01,4.75,286.0,284.6052,73500.64,283.74664,0.53681564,-1.3235455,-2.959068e-05,4.708767e-05,0.0001655817,0.0,0.0,284.58264,2
133,"Lagos, Nigeria",Africa,2021-05-01,6.5,3.5,302.3513,101036.64,298.13922,3.0666008,1.5075092,-0.0003428578,6.3180923e-06,0.00035130978,0.0,0.0,302.8971,1
134,"Bangkok, Thailand",Asia,2021-05-01,13.75,100.5,304.14426,100675.64,298.71344,2.242382,0.3859272,-6.0108257e-05,7.6293945e-06,0.00036168098,0.0,0.0,305.6471,4
135,"Mumbai, India",Asia,2021-05-01,19.0,73.0,304.2712,100128.64,298.2447,-0.10185623,3.614931,-0.00020977552,1.7881393e-06,0.00021743774,0.0,0.0,305.7135,2
136,"Mexico City, Mexico",North America,2021-05-01,19.5,260.75,284.29855,75388.64,281.80133,0.3683586,0.72332954,-1.7702114e-06,1.1920929e-06,1.7046928e-05,0.0,0.0,286.15686,3
137,"Dubai, UAE",Asia,2021-05-01,25.25,55.25,307.89035,100027.64,293.97906,-4.016407,4.022646,-4.835124e-05,0.0,1.66893e-06,0.0,0.0,315.78577,7
138,"Miami, FL",North America,2021-05-01,25.75,279.75,298.44504,101839.64,293.9361,0.35126877,-2.239561,-0.00014714594,2.026558e-06,4.2319298e-05,0.0,0.0,299.42053,1
139,"Cairo, Egypt",Africa,2021-05-01,30.0,31.25,308.09348,99980.64,283.8482,-3.389454,0.40838814,-0.00010159309,0.0,0.0,0.0,0.0,311.4928,2
140,"Los Angeles, CA",North America,2021-05-01,34.0,241.75,287.988,99805.64,284.4439,1.1247063,-0.32305717,-4.9143564e-06,0.0,9.298325e-06,0.0,0.0,290.07288,2
141,"Tokyo, Japan",Asia,2021-05-01,35.75,139.75,292.43137,101078.64,288.08844,1.9586906,-0.06817436,-3.1676842e-05,7.1525574e-06,7.522106e-05,0.0,0.0,293.63928,3
142,"Seoul, South Korea",Asia,2021-05-01,37.5,127.0,289.2595,99890.64,284.89117,0.3449211,0.88202095,-1.6239239e-05,8.583069e-06,0.00037395954,0.0,0.0,290.55725,4
143,"Beijing, China",Asia,2021-05-01,40.0,116.5,295.62863,100359.64,277.48883,0.8839836,0.4977436,-8.326722e-06,0.0,7.1525574e-07,0.0,0.0,296.66272,2
144,"New York City, NY",North America,2021-05-01,40.75,286.0,287.6013,101696.64,281.68024,-1.1541023,0.6593647,-0.00012810226,3.0875206e-05,1.6450882e-05,0.0,0.0,287.06116,3
145,"Chicago, IL",North America,2021-05-01,42.0,272.25,285.12668,99748.64,280.90094,0.93818283,-0.1946392,-3.526802e-05,3.0994415e-06,9.9897385e-05,0.0,0.0,284.69983,2
146,"Paris, France",Europe,2021-05-01,48.75,2.25,288.5095,100089.64,280.23688,1.6466789,2.6749897,-0.00031681056,1.2636185e-05,0.0001296997,0.0,0.0,287.72913,3
147,"Vancouver, Canada",North America,2021-05-01,49.25,237.0,281.3298,99262.64,279.1978,0.0119133,-0.53448296,-1.1828495e-05,6.258488e-05,0.000119924545,0.0,0.00028705597,282.13538,2
148,"London, United Kingdom",Europe,2021-05-01,51.5,0.0,286.7087,100380.64,279.89508,1.764843,2.0582905,-0.00028608437,1.7404556e-05,0.00020503998,0.0,0.0,286.735,3
149,"Moscow, Russia",Europe,2021-05-01,55.75,37.5,291.18723,99327.64,278.565,1.6066399,0.2399311,-0.0003120124,1.5735626e-05,0.000118374825,0.0,0.0,289.00647,2
150,"Amundsen-Scott, Antarctica",Antarctica,2021-06-01,-90.0,0.0,213.45944,68347.67,209.76091,0.03344536,0.6652241,1.5785918e-07,0.0,5.4836273e-06,5.453825e-06,10.0,223.20892,1
151,"McMurdo Station, Antarctica",Antarctica,2021-06-01,-77.75,166.75,249.63522,97067.67,244.90349,-1.038332,-1.456358,-1.46985985e-05,0.0,1.847744e-05,1.8462539e-05,4.0214233,247.50775,0
152,"Melbourne, Australia",Oceania,2021-06-01,-37.75,145.0,282.60593,100789.67,280.466,-1.9943867,0.22674751,-1.8259976e-05,2.503395e-06,0.00015699863,0.0,0.0,282.80072,4
153,"Buenos Aires, Argentina",South America,2021-06-01,-34.5,301.5,282.79733,101983.67,280.30585,0.18285942,0.5968647,-6.025145e-05,0.0,9.775162e-06,0.0,0.0,284.5097,0
154,"Cape Town, South Africa",Africa,2021-06-01,-34.0,18.5,290.4106,101435.67,284.50702,-1.6711445,1.4171772,-0.00010598311,1.1920929e-07,0.00012075901,0.0,0.0,289.23822,1
155,"Sydney, Australia",Oceania,2021-06-01,-33.75,151.25,287.01804,101362.67,282.62616,-0.5847187,2.138857,-0.00015420327,4.7683716e-07,0.00019061565,0.0,0.0,289.39447,0
156,"Perth, Australia",Oceania,2021-06-01,-32.0,115.75,287.20358,101810.67,283.34882,0.5891094,-0.41924858,-9.401748e-05,8.34465e-07,7.379055e-05,0.0,0.0,288.17963,1
157,"Sao Paulo, Brazil",South America,2021-06-01,-23.5,313.25,289.0942,93067.67,286.1496,-0.11059761,-1.1062603,-6.358931e-05,4.887581e-06,4.1365623e-05,0.0,0.0,288.9062,4
158,"Rio de Janeiro, Brazil",South America,2021-06-01,-23.0,316.75,294.71725,101721.67,291.1535,-0.5642109,0.7218647,-0.00010571489,2.3841858e-07,5.4836273e-05,0.0,0.0,295.25775,3
159,"Lima, Peru",South America,2021-06-01,-12.0,283.0,290.24655,96776.67,286.7453,2.084715,-0.008115768,-1.958618e-05,1.3113022e-06,2.849102e-05,0.0,0.0,291.1562,4
160,"Nairobi, Kenya",Africa,2021-06-01,-1.25,36.75,295.395,83101.67,285.52655,0.80151176,-2.5994244,-0.00021596858,1.66893e-06,3.7789345e-05,0.0,0.0,295.59955,2
161,"Singapore, Singapore",Asia,2021-06-01,1.25,103.75,301.3657,100877.67,297.1281,2.1198711,-0.68780327,-0.00014012167,0.0,0.0001693964,0.0,0.0,303.45306,0
162,"Bogota, Colombia",South America,2021-06-01,4.75,286.0,284.00436,73505.67,283.21405,0.5349102,-1.5193462,-2.4741981e-05,1.4424324e-05,3.159046e-05,0.0,0.0,284.16986,2
163,"Lagos, Nigeria",Africa,2021-06-01,6.5,3.5,301.0903,101141.67,297.65936,1.9108868,0.7736225,-0.00031154463,1.7881393e-05,0.00071907043,0.0,0.0,301.6894,1
164,"Bangkok, Thailand",Asia,2021-06-01,13.75,100.5,303.9399,100658.67,297.84686,2.2644024,1.5910053,-6.157765e-05,1.0728836e-06,0.00013256073,0.0,0.0,305.61322,4
165,"Mumbai, India",Asia,2021-06-01,19.0,73.0,301.5239,100204.67,298.4289,2.574461,3.0656147,-0.00018621096,3.5762787e-06,0.0005027056,0.0,0.0,302.73627,2
166,"Mexico City, Mexico",North America,2021-06-01,19.5,260.75,285.03366,75303.67,283.52655,0.098875046,0.6183491,-5.9367158e-06,1.5974045e-05,0.00014555454,0.0,0.0,286.69135,3
167,"Dubai, UAE",Asia,2021-06-01,25.25,55.25,310.89304,99584.67,296.65936,-3.0217304,3.2687397,-7.9727266e-05,0.0,0.0,0.0,0.0,318.72455,7
168,"Miami, FL",North America,2021-06-01,25.75,279.75,299.9614,101741.67,296.63788,1.9978008,-2.1775494,-0.00012824545,1.3113022e-06,0.00011301041,0.0,0.0,300.914,1
169,"Cairo, Egypt",Africa,2021-06-01,30.0,31.25,307.4028,99973.67,286.97382,-3.9260273,0.7194233,-0.00011300156,0.0,0.0,0.0,0.0,311.66595,2
170,"Los Angeles, CA",North America,2021-06-01,34.0,241.75,290.22702,99612.67,286.26678,1.0915508,-0.12774467,-4.655216e-06,0.0,4.053116e-06,0.0,0.0,292.23236,2
171,"Tokyo, Japan",Asia,2021-06-01,35.75,139.75,295.4868,101167.67,291.9582,1.6472149,-0.97442436,-3.1849835e-05,6.0796738e-06,5.2332878e-05,0.0,0.0,296.6894,3
172,"Seoul, South Korea",Asia,2021-06-01,37.5,127.0,294.94577,99713.67,291.59686,-0.0129413605,0.49920845,-7.262919e-06,4.053116e-06,7.4625015e-05,0.0,0.0,295.86127,4
173,"Beijing, China",Asia,2021-06-01,40.0,116.5,300.19382,100078.67,286.4328,0.89086723,-0.34502983,-1.8155668e-05,2.3841858e-07,4.184246e-05,0.0,0.0,301.1562,2
174,"New York City, NY",North America,2021-06-01,40.75,286.0,294.13718,101476.67,290.35858,0.30395317,0.8834858,-0.00012004981,2.1457672e-05,7.56979e-05,0.0,0.0,293.35345,3
175,"Chicago, IL",North America,2021-06-01,42.0,272.25,292.6528,99152.67,288.7492,1.2092266,0.6730366,-3.603706e-05,3.695488e-05,0.00024986267,0.0,0.0,292.62103,2
176,"Paris, France",Europe,2021-06-01,48.75,2.25,295.4399,100527.67,287.50897,-0.40844917,0.4122944,-0.00035668025,8.821487e-06,0.0001180172,0.0,0.0,295.01947,3
177,"Vancouver, Canada",North America,2021-06-01,49.25,237.0,286.35202,98861.67,283.81366,-0.4001484,-1.0457134,-1.29402615e-05,5.9485435e-05,0.0001784563,0.0,0.0,286.5097,2
178,"London, United Kingdom",Europe,2021-06-01,51.5,0.0,292.5532,101162.67,285.83905,-0.67993355,0.0055561066,-0.00030373642,1.2755394e-05,0.00016415119,0.0,0.0,292.30658,3
179,"Moscow, Russia",Europe,2021-06-01,55.75,37.5,297.34616,99681.67,285.7785,-0.0148944855,-0.48223686,-0.0003983141,1.347065e-05,7.688999e-05,0.0,0.0,296.11713,2
180,"Amundsen-Scott, Antarctica",Antarctica,2021-07-01,-90.0,0.0,217.85745,68737.67,214.22467,-0.058873177,0.5712528,3.7206337e-07,0.0,8.940697e-06,8.910894e-06,10.0,222.46698,1
181,"McMurdo Station, Antarctica",Antarctica,2021-07-01,-77.75,166.75,251.62698,97646.67,245.79694,-0.23514271,-2.386755,-2.045976e-05,0.0,3.3140182e-05,3.3050776e-05,4.0214233,250.63885,0
182,"Melbourne, Australia",Oceania,2021-07-01,-37.75,145.0,282.28128,100203.67,279.49225,-3.2683458,1.0400028,-2.9296149e-05,3.4570694e-06,0.00020492077,0.0,0.0,282.05096,4
183,"Buenos Aires, Argentina",South America,2021-07-01,-34.5,301.5,281.78128,101998.67,279.0938,-0.6799669,1.1527958,-5.43301e-05,2.3841858e-07,3.4928322e-05,0.0,0.0,283.15253,0
184,"Cape Town, South Africa",Africa,2021-07-01,-34.0,18.5,288.37503,101984.67,282.44342,-1.8352404,2.1713505,-0.00013276981,3.5762787e-07,0.00014030933,0.0,0.0,287.65448,1
185,"Sydney, Australia",Oceania,2021-07-01,-33.75,151.25,286.3633,100979.67,280.86725,-1.8269396,2.7074833,-0.0001750146,2.3841858e-07,6.818771e-05,0.0,0.0,288.67792,0
186,"Perth, Australia",Oceania,2021-07-01,-32.0,115.75,287.70316,101150.67,284.0157,-0.26443958,3.3949833,-0.00011448609,2.3841858e-06,0.00017035007,0.0,0.0,288.5158,1
187,"Sao Paulo, Brazil",South America,2021-07-01,-23.5,313.25,286.83206,93269.67,282.1446,-0.40359974,-1.3647823,-5.2631367e-05,3.9339066e-06,2.2649765e-05,0.0,0.0,286.16815,4
188,"Rio de Janeiro, Brazil",South America,2021-07-01,-23.0,316.75,293.17386,101999.67,288.43365,-0.6619005,1.401331,-8.9452136e-05,1.1920929e-07,5.0902367e-05,0.0,0.0,293.64667,3
189,"Lima, Peru",South America,2021-07-01,-12.0,283.0,289.99222,96754.67,285.2188,2.1764784,-0.076208115,-1.9848812e-05,1.3113022e-06,2.9206276e-05,0.0,0.0,290.65253,4
